"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","ParentTxFrom","ParentTxTo","ParentTxETH_Value","From","TxTo","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $4308.98696293688/Eth","Historical $Price/Eth","Status","ErrCode","Type"
"0x54f4e64232e3ed65fd8d0d2a290218144114133276b3c8cda82c5bbe00e82601","15057399","1656689368","2022-07-01 15:29:28","0x653e430f15535b7c5c6f8ae6fc514b28a6906438","0x17fdc2eaf2bd46f3e1052ccbccd9e6ad0296c42c","0","0xa6b71e26c5e0845f74c812102ca7114b6a896ab2","","0x536013c57daf01d78e8a70cad1b1abada9411819","0","0","0","1058.01","0","","create",""
"0xded64839aed83985995aa1f89f001c39b0ecb1bed07353f63e2b7f8e49f8b975","16654198","1676707259","2023-02-18 08:00:59","0xbc62bd48934190bdc1da963425b1e38a62187b56","0x2686a8919df194aa7673244549e68d42c1685d03","0","0x2686a8919df194aa7673244549e68d42c1685d03","0x536013c57daf01d78e8a70cad1b1abada9411819","","10","0","43089.8696293688","1691.98","0","","call",""
"0x359a59f6a9de26215efb532530ea2cee18a0970175e1ded00ba4f668e46b33a5","18237075","1695938447","2023-09-28 22:00:47","0x7208deb6f9e75dab52a6e8ecb872fc32d3afbde8","0x536013c57daf01d78e8a70cad1b1abada9411819","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0x5bafa207c2f16fd1084ec2504313b516a8468957","","0","0.132642786945538078","571.556039675938","1652.90","0","","call",""
"0x48aa268416c0c90b3f78144be242c7804d40190cad09ea3bd0560d5b7ff5b177","18636451","1700766899","2023-11-23 19:14:59","0x7e749a14758be0e8746be81c7618593946658c38","0x536013c57daf01d78e8a70cad1b1abada9411819","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0x205e6604439b0aa0a6ecf5994e1bf664713eba94","","0","1.217012866260022101","5244.09257444088","2062.63","0","","call",""
"0xab9672232690b81a344f7ed0cce7002cf1ab3ed410cd2671d9fae08972f8a27e","20325879","1721214851","2024-07-17 11:14:11","0xd2cc2e47c2aecd01c87b83290c0ee76ba67a7211","0x536013c57daf01d78e8a70cad1b1abada9411819","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","8.748183816794439821","37695.8100159426","3387.66","0","","call",""
"0x70d0bd96ee41a3d272b5be90b513242cec71aeb83da6691fbeeb21c856b7951d","22097276","1742584547","2025-03-21 19:15:47","0xc7899ff6a3ac2ff59261bd960a8c880df06e1041","0x9008d19f58aabd9ed0d60971565aa8510560ab41","0","0x9008d19f58aabd9ed0d60971565aa8510560ab41","0x536013c57daf01d78e8a70cad1b1abada9411819","","0.05065423225169382","0","218.268426390126","1965.08","0","","call",""
"0x36423d0404f000a2830a085d425af504ca7c58e5a84c50421712f6d28a1ccb54","22097299","1742584823","2025-03-21 19:20:23","0x719e67af46316b931fb93961a02e956b6d2dddf0","0x536013c57daf01d78e8a70cad1b1abada9411819","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0x253553366da8546fc250f225fe3d25d0c782303b","","0","0.00260139140226147","11.2093616378408","1965.08","0","","call",""
"0x36423d0404f000a2830a085d425af504ca7c58e5a84c50421712f6d28a1ccb54","22097299","1742584823","2025-03-21 19:20:23","0x719e67af46316b931fb93961a02e956b6d2dddf0","0x536013c57daf01d78e8a70cad1b1abada9411819","0","0x253553366da8546fc250f225fe3d25d0c782303b","0x536013c57daf01d78e8a70cad1b1abada9411819","","0.000051007674554146","0","0.219791404663542","1965.08","0","","call",""
"0x8295d1afe99d9e0df976ac3e7da28e6637a10fb2480114aa249d8865a08fcd29","22097332","1742585219","2025-03-21 19:26:59","0x719e67af46316b931fb93961a02e956b6d2dddf0","0x536013c57daf01d78e8a70cad1b1abada9411819","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0x253553366da8546fc250f225fe3d25d0c782303b","","0","0.00260139140226147","11.2093616378408","1965.08","0","","call",""
"0x8295d1afe99d9e0df976ac3e7da28e6637a10fb2480114aa249d8865a08fcd29","22097332","1742585219","2025-03-21 19:26:59","0x719e67af46316b931fb93961a02e956b6d2dddf0","0x536013c57daf01d78e8a70cad1b1abada9411819","0","0x253553366da8546fc250f225fe3d25d0c782303b","0x536013c57daf01d78e8a70cad1b1abada9411819","","0.000064728690336929","0","0.278915082789805","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0x253553366da8546fc250f225fe3d25d0c782303b","","0","0.00260139140226147","11.2093616378408","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x253553366da8546fc250f225fe3d25d0c782303b","0x536013c57daf01d78e8a70cad1b1abada9411819","","0.000064728690336929","0","0.278915082789805","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0x253553366da8546fc250f225fe3d25d0c782303b","","0","0.007789958953220142","33.566831571239","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x253553366da8546fc250f225fe3d25d0c782303b","0x536013c57daf01d78e8a70cad1b1abada9411819","","0.000193832362320421","0","0.835221122233952","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0x253553366da8546fc250f225fe3d25d0c782303b","","0","0.002594283775479335","11.1787349666991","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x253553366da8546fc250f225fe3d25d0c782303b","0x536013c57daf01d78e8a70cad1b1abada9411819","","0.000064551835991746","0","0.278153019722073","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0x253553366da8546fc250f225fe3d25d0c782303b","","0","0.002594283775479335","11.1787349666991","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x253553366da8546fc250f225fe3d25d0c782303b","0x536013c57daf01d78e8a70cad1b1abada9411819","","0.000064551835991746","0","0.278153019722073","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0x253553366da8546fc250f225fe3d25d0c782303b","","0","0.002594283775479335","11.1787349666991","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x253553366da8546fc250f225fe3d25d0c782303b","0x536013c57daf01d78e8a70cad1b1abada9411819","","0.000064551835991746","0","0.278153019722073","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0x253553366da8546fc250f225fe3d25d0c782303b","","0","0.002594283775479335","11.1787349666991","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x253553366da8546fc250f225fe3d25d0c782303b","0x536013c57daf01d78e8a70cad1b1abada9411819","","0.000064551835991746","0","0.278153019722073","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0x253553366da8546fc250f225fe3d25d0c782303b","","0","0.002594283775479335","11.1787349666991","1965.08","0","","call",""
"0xbecf019409363136d2ff87485309de4f38b69cad50c498196858502480081cb2","22097351","1742585447","2025-03-21 19:30:47","0x70b8769b09af7447886620c20854c8b9119b5fee","0x40a2accbd92bca938b02010e17a5b8929b49130d","0","0x253553366da8546fc250f225fe3d25d0c782303b","0x536013c57daf01d78e8a70cad1b1abada9411819","","0.000064551835991746","0","0.278153019722073","1965.08","0","","call",""
"0xaf71cd2631d64dbb0274788356026d369bb5870535099d8feab727918c056a1d","22097397","1742585999","2025-03-21 19:39:59","0x70b8769b09af7447886620c20854c8b9119b5fee","0x536013c57daf01d78e8a70cad1b1abada9411819","0","0x536013c57daf01d78e8a70cad1b1abada9411819","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","","0","0.022785736811799748","98.1834428629561","1965.08","0","","call",""
